customerID,Segment,ChurnProb,CLV,InterventionScore,RFM_Score,Contract,tenure,MonthlyCharges
9488-FVZCC,Champions,0.14,2381.71,3.9,14,Two year,72,79.5
7601-GNDYK,Champions,1.08,304.21,3.9,5,Two year,35,19.6
5095-AESKG,Low Priority,95.98,1.14,3.9,9,Month-to-month,3,91.5
1395-WSWXR,Champions,0.94,347.01,3.89,5,Two year,24,20.75
2253-KPMNB,Champions,0.26,1267.98,3.89,11,Two year,69,46.25
5183-KLYEM,Champions,0.12,2671.76,3.89,15,Two year,72,112.75
3027-ZTDHO,Low Priority,95.92,1.14,3.89,8,Month-to-month,1,89.9
9938-PRCVK,Champions,1.06,308.89,3.89,6,Two year,41,19.7
6313-GIDIT,Low Priority,93.28,1.17,3.87,10,Month-to-month,53,54.45
0970-ETWGE,Low Priority,95.92,1.13,3.87,8,Month-to-month,1,89.55
0495-ZBNGW,Low Priority,95.43,1.14,3.87,8,Month-to-month,5,79.9
3084-DOWLE,Champions,0.12,2671.76,3.86,14,Two year,72,92.0
7503-ZGUZJ,Low Priority,95.69,1.13,3.86,8,Month-to-month,1,84.65
2481-SBOYW,Champions,0.64,504.29,3.86,8,Two year,61,25.0
7359-PTSXY,Low Priority,92.04,1.18,3.86,5,Month-to-month,1,45.75
6365-HITVU,Champions,0.12,2614.25,3.86,14,Two year,71,87.25
3712-PKXZA,Champions,0.3,543.36,3.85,7,One year,61,20.55
4526-RMTLL,Champions,0.14,2281.26,3.85,10,Two year,8,76.15
3620-EHIMZ,Champions,1.07,301.18,3.84,6,Two year,52,19.35
5014-GSOUQ,Champions,0.99,324.97,3.82,4,Two year,13,19.95
1231-YNDEK,Champions,1.09,296.18,3.82,6,Two year,58,19.15
5567-WSELE,Low Priority,96.19,1.11,3.82,10,Month-to-month,3,94.6
0301-KOBTQ,Champions,0.98,328.47,3.82,5,Two year,32,20.05
4102-OQUPX,Low Priority,95.16,1.13,3.82,6,Month-to-month,1,74.4
1494-EJZDW,Champions,0.96,334.26,3.8,4,Two year,10,20.15
5135-GRQJV,Champions,0.12,2671.76,3.79,15,Two year,72,114.5
7560-QRBXH,Champions,0.3,524.45,3.79,6,One year,48,19.95
1699-TLDLZ,Champions,1.0,319.75,3.78,4,Two year,16,19.7
2333-KWEWW,Champions,0.96,332.58,3.78,4,Two year,18,20.05
6015-VVHHE,Low Priority,95.72,1.11,3.77,8,Month-to-month,5,83.15
0067-DKWBL,Low Priority,92.78,1.14,3.77,5,Month-to-month,2,49.25
5469-NUJUR,Champions,0.95,331.61,3.76,4,Two year,19,19.95
0386-CWRGM,Champions,1.02,311.47,3.76,6,Two year,46,19.4
7089-IVVAZ,Low Priority,96.57,1.09,3.75,12,Month-to-month,8,103.35
5529-GIBVH,Champions,0.93,340.1,3.75,6,Two year,47,20.15
1862-QRWPE,Champions,0.88,358.58,3.74,6,Two year,48,20.65
4827-DPADN,Champions,0.13,2495.85,3.73,14,Two year,72,83.3
5597-GLBUC,Low Priority,95.88,1.09,3.73,8,Month-to-month,1,85.45
5148-HKFIR,Champions,0.96,326.74,3.72,4,Two year,20,19.7
3458-IDMFK,Champions,0.86,365.04,3.72,5,Two year,25,20.75
5804-JMYIO,Champions,0.96,327.8,3.72,5,Two year,39,19.75
7951-QKZPL,Low Priority,56.76,5.52,3.72,6,Two year,33,24.5
1985-MBRYP,Champions,0.96,325.78,3.71,6,Two year,43,19.65
4335-UPJSI,Champions,0.94,330.54,3.7,5,Two year,24,19.75
5143-WMWOG,Low Priority,82.45,1.26,3.7,3,Month-to-month,1,19.95
0781-LKXBR,Low Priority,96.52,1.08,3.7,11,Month-to-month,9,100.5
6521-YYTYI,Low Priority,96.26,1.08,3.7,9,Month-to-month,1,93.3
0723-DRCLG,Low Priority,95.32,1.09,3.69,7,Month-to-month,1,74.45
4883-KCPZJ,Champions,0.58,531.82,3.68,6,Two year,22,25.25
2616-FLVQC,Champions,0.95,325.11,3.68,7,Two year,64,19.55
9108-EQPNQ,Champions,0.55,563.42,3.67,5,Two year,10,26.1
0259-GBZSH,Low Priority,95.95,1.07,3.67,8,Month-to-month,2,85.65
5482-PLVPE,Low Priority,85.78,1.2,3.66,3,Month-to-month,2,24.35
5322-ZSMZY,Champions,0.56,551.72,3.66,7,Two year,31,25.75
1709-EJDOX,Champions,0.91,335.96,3.65,6,Two year,47,19.75
7365-BVCJH,Low Priority,85.86,1.19,3.65,3,Month-to-month,1,24.4
0078-XZMHT,Champions,0.12,2551.42,3.65,14,Two year,72,85.15
0746-JTRFU,Low Priority,86.25,1.19,3.64,3,Month-to-month,2,25.05
5879-HMFFH,Champions,0.12,2638.44,3.63,14,Two year,72,88.05
5647-URDKA,Champions,0.91,335.31,3.63,4,Two year,8,19.7
3398-FSHON,Low Priority,96.25,1.06,3.63,10,Month-to-month,12,91.3
5293-WXJAK,Low Priority,96.7,1.05,3.63,12,Month-to-month,11,104.05
1833-VGRUM,Low Priority,95.4,1.07,3.62,6,Month-to-month,1,74.2
9339-FIIJL,Champions,0.12,2575.44,3.62,14,Two year,72,85.95
5277-ZLOOR,Low Priority,96.01,1.06,3.62,8,Month-to-month,2,85.55
6969-MVBAI,Low Priority,96.21,1.05,3.61,10,Month-to-month,9,90.1
3727-RJMEO,Low Priority,95.89,1.06,3.61,8,Month-to-month,6,82.85
9975-GPKZU,Champions,0.89,340.3,3.6,6,Two year,46,19.75
5845-BZZIB,Champions,0.86,353.56,3.6,5,Two year,35,20.1
9068-FHQHD,Champions,0.85,355.07,3.6,5,Two year,40,20.15
6128-CZOMY,Low Priority,92.62,1.08,3.57,5,Month-to-month,1,45.65
3746-EUBYR,Low Priority,95.48,1.05,3.57,6,Month-to-month,1,74.6
4291-TPNFG,Champions,0.12,2465.99,3.57,14,Two year,72,82.3
8067-NIOYM,Champions,0.77,392.5,3.57,5,Two year,24,21.1
3970-XGJDU,Champions,0.92,325.27,3.56,7,Two year,62,19.2
9318-NKNFC,Low Priority,82.13,1.22,3.56,3,Month-to-month,1,18.85
3190-ITQXP,Champions,0.83,363.27,3.56,6,Two year,46,20.25
5135-RDDQL,Champions,0.21,1460.17,3.55,10,Two year,63,50.65
0244-LGNFY,Champions,0.11,2671.76,3.55,14,Two year,72,92.65
7073-QETQY,Champions,0.27,551.02,3.55,7,One year,66,20.35
3508-VLHCZ,Champions,0.11,2671.76,3.55,14,Two year,71,90.55
7328-ZJAJO,Champions,0.89,337.38,3.54,6,Two year,59,19.5
2587-YNLES,Champions,0.83,359.4,3.54,3,Two year,6,20.1
8908-SLFCJ,Champions,0.77,387.57,3.53,5,Two year,21,20.85
0822-GAVAP,Low Priority,90.41,1.09,3.52,4,Month-to-month,2,34.7
3507-GASNP,Champions,0.83,356.98,3.51,6,Two year,60,19.95
1657-DYMBM,Champions,0.83,355.04,3.51,6,Two year,53,19.9
0363-SVHYR,Champions,0.11,2602.54,3.5,14,Two year,71,86.85
7101-HRBLJ,Champions,0.12,2508.06,3.49,14,Two year,72,83.7
1875-QIVME,Low Priority,96.85,1.01,3.49,11,Month-to-month,2,104.4
3538-WZPHD,Low Priority,88.89,1.1,3.48,5,Month-to-month,3,29.6
1089-XZWHH,Champions,0.82,353.74,3.46,5,Two year,24,19.7
1157-BQCUW,Low Priority,95.65,1.01,3.45,6,Month-to-month,1,74.95
0235-KGSLC,Low Priority,96.2,1.0,3.44,8,Month-to-month,1,85.55
3506-LCJDC,Low Priority,83.7,1.15,3.44,3,Month-to-month,1,19.95
6518-KZXCB,Champions,0.52,556.92,3.43,7,Two year,22,25.25
3352-RICWQ,Champions,0.8,359.53,3.42,4,Two year,9,19.75
5240-IJOQT,Low Priority,95.7,1.0,3.4,6,Month-to-month,1,74.7
6418-PIQSP,Champions,0.12,2427.13,3.4,14,Two year,62,81.0
6614-YOLAC,Champions,0.16,1756.63,3.4,11,Two year,71,58.65
5158-RIVOP,Champions,0.71,403.68,3.39,4,Two year,11,20.9
8946-BFWSG,Champions,0.51,560.99,3.39,9,Two year,63,25.25
8161-QYMTT,Low Priority,96.59,0.99,3.39,10,Month-to-month,7,94.1
9514-JDSKI,Low Priority,92.05,1.03,3.38,5,Month-to-month,1,40.2
7242-EDTYC,Champions,0.8,356.6,3.38,6,Two year,44,19.55
4626-GYCZP,Low Priority,96.59,0.98,3.38,10,Month-to-month,7,93.85
6286-SUUWT,Low Priority,83.99,1.13,3.38,3,Month-to-month,1,19.95
9624-EGDEQ,Champions,0.77,366.46,3.37,5,Two year,37,19.8
8999-EXMNO,Champions,0.75,379.09,3.37,4,Two year,19,20.15
1775-KWJKQ,Champions,0.11,2671.76,3.37,14,Two year,72,89.85
4900-MSOMT,Champions,0.12,2403.17,3.36,14,Two year,72,80.2
6016-NXBNJ,Champions,0.27,517.77,3.35,5,One year,35,19.15
8945-GRKHX,Low Priority,95.98,0.98,3.35,6,Month-to-month,1,78.65
0617-AQNWT,Low Priority,80.29,3.49,3.32,11,Two year,64,47.85
4452-ROHMO,Champions,0.77,363.71,3.32,4,Two year,15,19.6
4588-YBNIB,Low Priority,84.03,1.11,3.31,3,Month-to-month,1,19.6
4255-DDUOU,Low Priority,84.7,1.1,3.31,3,Month-to-month,1,20.5
6139-ZZRBQ,Champions,0.73,381.88,3.31,7,Two year,64,20.05
9172-ANCRX,Low Priority,96.84,0.96,3.3,11,Month-to-month,10,98.7
2384-OVPSA,Champions,0.72,388.24,3.3,5,Two year,38,20.2
5834-ASPWA,Low Priority,95.86,0.97,3.3,6,Month-to-month,1,75.45
9174-FKWZE,Low Priority,83.99,1.1,3.29,3,Month-to-month,1,19.45
7180-PISOG,Low Priority,95.83,0.97,3.29,6,Month-to-month,1,74.5
9787-XVQIU,Low Priority,95.87,0.96,3.29,6,Month-to-month,1,75.3
1627-AFWVJ,Champions,0.77,359.74,3.29,5,Two year,29,19.4
9223-UCPVT,Low Priority,96.71,0.96,3.29,10,Month-to-month,1,94.4
9087-EYCPR,Champions,0.49,563.39,3.28,7,Two year,60,25.0
7998-WNZEM,Champions,0.11,2415.24,3.27,14,Two year,71,80.6
5519-NPHVG,Low Priority,96.72,0.95,3.27,10,Month-to-month,12,94.2
9135-MGVPY,Champions,0.11,2538.25,3.26,14,Two year,69,84.7
4695-WJZUE,Low Priority,96.53,0.95,3.25,9,Month-to-month,2,88.55
2612-RANWT,Low Priority,96.93,0.94,3.25,11,Month-to-month,12,100.15
0854-UYHZD,Champions,0.74,370.76,3.24,4,Two year,13,19.55
2626-URJFX,Low Priority,93.99,0.97,3.24,5,Month-to-month,4,50.9
8473-VUVJN,Low Priority,95.83,0.95,3.24,6,Month-to-month,1,73.65
4530-NDRKU,Champions,0.26,520.61,3.23,6,One year,42,19.05
8372-JUXUI,Low Priority,95.89,0.95,3.23,6,Month-to-month,1,74.35
3722-WPXTK,Low Priority,96.55,0.94,3.23,8,Month-to-month,1,88.35
7196-LIWRH,Champions,0.73,371.52,3.23,3,Two year,6,19.55
3580-GICBM,Champions,0.5,540.62,3.22,8,Two year,61,24.2
9046-JBFWA,Champions,0.16,573.59,3.22,5,Month-to-month,27,19.15
7136-RVDTZ,Low Priority,89.91,1.51,3.21,9,One year,70,45.25
8404-VIOMB,Champions,0.14,1872.29,3.21,13,Two year,66,62.5
0559-CKHUS,Champions,0.72,374.95,3.2,5,Two year,29,19.55
4973-MGTON,Champions,0.11,2529.3,3.2,14,Two year,71,84.4
7890-VYYWG,Low Priority,91.69,0.98,3.2,5,Month-to-month,3,36.45
0040-HALCW,Champions,0.67,405.52,3.2,6,Two year,54,20.4
3262-EIDHV,Champions,0.11,2538.31,3.19,14,Two year,72,84.7
2208-MPXIO,Champions,0.69,392.21,3.19,6,Two year,45,20.0
2821-WARNZ,Champions,0.25,537.01,3.19,6,One year,49,19.45
2135-RXIHG,Low Priority,93.4,0.96,3.18,4,Month-to-month,1,45.65
2982-VPSGI,Low Priority,96.8,0.92,3.18,10,Month-to-month,11,94.0
7314-OXENN,Low Priority,96.33,0.93,3.18,8,Month-to-month,2,82.0
4335-BSMJS,Champions,0.45,602.6,3.18,8,Two year,62,25.8
3948-KXDUF,Champions,0.13,2059.81,3.18,13,Two year,66,68.75
2274-XUATA,Champions,0.14,1890.31,3.18,13,Two year,72,63.1
3049-NDXFL,Low Priority,96.51,0.92,3.17,8,Month-to-month,1,85.8
3440-JPSCL,Low Priority,97.0,0.92,3.17,10,Month-to-month,6,99.95
8129-GMVGI,Champions,0.68,396.08,3.17,6,Two year,56,20.05
8780-IHCRN,Champions,0.47,563.89,3.15,8,Two year,63,24.65
4988-IQIGL,Low Priority,96.05,0.92,3.15,6,Month-to-month,1,75.35
0214-JHPFW,Champions,0.15,1731.34,3.14,11,Two year,70,57.8
6513-EECDB,Low Priority,95.98,0.92,3.13,6,Month-to-month,1,73.55
2254-DLXRI,Low Priority,96.26,0.91,3.13,8,Month-to-month,1,79.15
1241-EZFMJ,Champions,0.44,595.14,3.13,9,Two year,61,25.45
7634-HLQJR,Champions,0.66,401.2,3.12,6,Two year,47,20.05
1852-QSWCD,Champions,0.46,573.06,3.12,8,Two year,64,24.8
2805-AUFQN,Champions,0.67,391.4,3.12,5,Two year,25,19.8
1000-AJSLD,Low Priority,85.33,1.03,3.11,3,Month-to-month,1,20.1
8917-FAEMR,Champions,0.67,394.6,3.11,5,Two year,37,19.85
8336-TAVKX,Champions,0.11,2350.87,3.11,13,Two year,72,78.45
1240-KNSEZ,Low Priority,85.33,1.03,3.11,3,Month-to-month,1,20.1
9371-BITHB,Champions,0.66,395.1,3.11,6,Two year,52,19.85
5442-PPTJY,Champions,0.67,389.31,3.11,4,Two year,12,19.7
6474-FVJLC,Low Priority,96.57,0.91,3.11,8,Month-to-month,2,86.0
1099-GODLO,Champions,0.63,415.81,3.08,3,Two year,1,20.35
0754-EEBDC,Champions,0.65,399.57,3.08,3,Two year,4,19.9
4228-ZGYUW,Low Priority,96.79,0.89,3.06,9,Month-to-month,4,90.05
3317-HRTNN,Low Priority,93.66,0.92,3.06,5,Month-to-month,5,45.7
8043-PNYSD,Champions,0.66,390.48,3.05,7,Two year,63,19.55
4703-MQYKT,Champions,0.66,391.55,3.05,5,Two year,21,19.6
8347-GDTMP,Champions,0.67,385.92,3.05,7,Two year,64,19.45
5378-IKEEG,Low Priority,91.96,0.93,3.04,5,Month-to-month,1,35.75
1143-NMNQJ,Low Priority,96.65,0.88,3.04,8,Month-to-month,2,85.7
9385-EHGDO,Champions,0.63,403.66,3.02,5,Two year,35,19.85
3451-VAWLI,Champions,0.64,398.38,3.02,5,Two year,35,19.7
4192-GORJT,Low Priority,96.99,0.87,3.0,10,Month-to-month,5,94.45
3170-NMYVV,Champions,0.6,417.84,2.99,6,Two year,50,20.15
7552-KEYGT,Champions,0.63,397.37,2.98,5,Two year,27,19.55
0608-JDVEC,Champions,0.61,407.71,2.97,6,Two year,50,19.8
1839-FBNFR,Champions,0.61,409.31,2.97,5,Two year,39,19.85
7815-PDTHL,Champions,0.59,422.68,2.96,5,Two year,35,20.2
9625-RZFUK,Champions,0.62,404.38,2.96,7,Two year,63,19.7
1897-OKVMW,Champions,0.09,2671.76,2.95,14,Two year,64,90.6
6910-HADCM,Low Priority,96.34,0.86,2.95,6,Month-to-month,1,76.35
0616-ATFGB,Low Priority,88.83,0.94,2.95,3,Month-to-month,1,25.05
1270-XKUCC,Champions,0.62,405.27,2.95,5,Two year,30,19.7
9444-JTXHZ,Low Priority,96.34,0.86,2.94,6,Month-to-month,1,76.2
1334-FJSVR,Low Priority,88.51,0.94,2.94,3,Month-to-month,1,24.25
1569-TTNYJ,Low Priority,96.47,0.86,2.93,7,Month-to-month,5,78.75
7594-RQHXR,Low Priority,96.53,0.85,2.92,7,Month-to-month,1,79.6
5893-KCLGT,Champions,0.6,410.41,2.92,7,Two year,72,19.75
3198-VELRD,Low Priority,96.75,0.85,2.91,8,Month-to-month,3,84.75
5797-APWZC,Low Priority,96.97,0.84,2.9,8,Month-to-month,1,90.6
7294-TMAOP,Low Priority,96.97,0.84,2.9,8,Month-to-month,1,90.55
5310-NOOVA,Champions,0.59,419.45,2.9,6,Two year,46,19.95
1571-SAVHK,Low Priority,97.25,0.84,2.9,11,Month-to-month,12,99.95
4143-OOBWZ,Low Priority,96.63,0.84,2.89,8,Month-to-month,5,81.3
6340-DACFT,Champions,0.55,442.16,2.89,6,Two year,50,20.55
2925-VDZHY,Champions,0.09,2658.56,2.88,14,Two year,72,88.7
4950-HKQTE,Champions,0.38,649.05,2.88,6,Two year,22,26.25
1676-MQAOA,Champions,0.11,2250.56,2.88,13,Two year,72,75.1
7503-MIOGA,Champions,0.09,2671.76,2.88,14,Two year,72,89.85
9548-LERKT,Champions,0.59,414.41,2.88,5,Two year,24,19.75
1734-ZMNTZ,Champions,0.4,605.1,2.87,5,Two year,11,25.0
0486-LGCCH,Champions,0.59,412.06,2.87,4,Two year,11,19.65
4573-JKNAE,Champions,0.6,402.39,2.86,4,Two year,12,19.35
3797-VTIDR,Low Priority,88.44,0.91,2.86,3,Month-to-month,1,23.45
8990-YOZLV,Champions,0.12,2004.57,2.86,12,Two year,69,66.9
5057-RKGLH,Champions,0.55,437.94,2.86,4,Two year,9,20.35
6619-RPLQZ,Champions,0.52,458.6,2.84,6,Two year,45,20.85
4804-NCPET,Champions,0.55,434.57,2.84,4,Two year,19,20.2
3988-RQIXO,Low Priority,97.06,0.82,2.84,8,Month-to-month,1,91.3
0318-ZOPWS,Champions,0.55,435.48,2.82,6,Two year,49,20.15
6210-KBBPI,Low Priority,97.31,0.82,2.82,11,Month-to-month,9,99.45
1628-BIZYP,Low Priority,96.85,0.82,2.82,8,Month-to-month,1,85.0
7853-GVUDZ,Low Priority,86.7,0.92,2.82,3,Month-to-month,1,20.15
3508-CFVZL,Champions,0.09,2671.76,2.81,15,Two year,71,111.3
6358-LYNGM,Low Priority,96.44,0.82,2.81,6,Month-to-month,1,74.9
4844-JJWUY,Low Priority,96.91,0.82,2.8,8,Month-to-month,1,86.0
5799-JRCZO,Champions,0.57,414.82,2.79,7,Two year,63,19.5
5231-FIQPA,Champions,0.55,427.08,2.79,6,Two year,41,19.85
4424-TKOPW,Low Priority,97.18,0.81,2.79,9,Month-to-month,2,93.85
5178-LMXOP,Low Priority,97.23,0.81,2.78,10,Month-to-month,1,95.1
0655-RBDUG,Low Priority,97.32,0.8,2.78,11,Month-to-month,7,98.05
1740-CSDJP,Low Priority,92.53,0.85,2.78,5,Month-to-month,1,35.25
7596-IIWYC,Champions,0.53,444.29,2.77,5,Two year,27,20.25
0827-ITJPH,Champions,0.61,383.91,2.76,5,Two year,36,18.55
3146-MSEGF,Champions,0.09,2639.17,2.76,14,Two year,72,88.05
5248-RPYWW,Champions,0.09,2671.76,2.76,14,Two year,72,90.15
8173-RXAYP,Champions,0.55,425.91,2.75,5,Two year,24,19.7
2626-VEEWG,Champions,0.56,415.35,2.75,7,Two year,67,19.4
4315-MURBD,Low Priority,97.36,0.8,2.75,11,Month-to-month,12,98.9
6248-BSHKG,Champions,0.2,593.81,2.74,7,One year,61,20.4
5803-NQJZO,Champions,0.11,2031.68,2.74,13,Two year,72,67.8
7024-OHCCK,Low Priority,97.25,0.79,2.73,8,Month-to-month,2,93.85
9025-AOMKI,Low Priority,97.23,0.79,2.73,9,Month-to-month,6,93.55
2592-HODOV,Champions,0.21,554.67,2.73,4,One year,13,19.3
2229-DPMBI,Champions,0.55,421.4,2.73,4,Two year,8,19.5
8922-NPKBJ,Champions,0.55,416.16,2.72,6,Two year,42,19.35
3813-DHBBB,Champions,0.15,1526.21,2.7,10,Two year,67,50.95
2007-QVGAW,Champions,0.54,419.88,2.69,7,Two year,68,19.35
3811-VBYBZ,Low Priority,97.45,0.78,2.68,11,Month-to-month,7,99.8
4078-SAYYN,Low Priority,97.48,0.78,2.68,12,Month-to-month,11,100.75
6034-ZRYCV,Low Priority,85.95,2.63,2.67,11,Two year,72,54.2
8143-ETQTI,Champions,0.52,432.31,2.67,5,Two year,23,19.65
4367-NUYAO,Champions,0.35,653.22,2.66,4,Two year,0,25.75
1106-HRLKZ,Champions,0.52,432.13,2.66,5,Two year,40,19.6
4361-FEBGN,Champions,0.5,451.74,2.66,6,Two year,48,20.15
0362-RAOQO,Champions,0.52,434.79,2.65,5,Two year,40,19.65
7384-GHBPI,Low Priority,92.85,0.81,2.65,5,Month-to-month,3,35.15
3546-GHEAE,Champions,0.52,428.44,2.64,4,Two year,7,19.45
0442-TDYUO,Champions,0.5,450.26,2.64,6,Two year,48,20.05
5835-BEQEU,Low Priority,96.74,0.77,2.64,6,Month-to-month,3,76.95
4891-NLUBA,Champions,0.12,1841.26,2.64,13,Two year,61,61.45
3498-LZGQZ,Champions,0.53,419.24,2.62,7,Two year,63,19.15
2485-ITVKB,Low Priority,92.97,0.79,2.6,5,Month-to-month,2,35.1
7977-HXJKU,Champions,0.5,438.08,2.6,5,Two year,21,19.6
6023-YEBUP,Low Priority,97.55,0.75,2.6,10,Month-to-month,3,100.95
6698-OXETB,Champions,0.47,466.6,2.6,4,Two year,11,20.4
2720-WGKHP,Low Priority,97.4,0.75,2.58,9,Month-to-month,2,94.0
1460-UZPRJ,Champions,0.48,452.09,2.58,6,Two year,60,19.95
5167-GBFRE,Low Priority,90.29,0.81,2.58,4,Month-to-month,4,25.2
4698-KVLLG,Champions,0.49,440.74,2.57,6,Two year,51,19.6
2725-KXXWT,Low Priority,97.31,0.75,2.57,8,Month-to-month,1,90.75
9242-TKFSV,Champions,0.11,1950.83,2.56,13,Two year,72,65.1
8295-KMENE,Champions,0.09,2291.33,2.56,12,Two year,59,76.45
9588-YRFHY,Champions,0.48,452.91,2.56,6,Two year,49,19.9
0505-SPOOW,Champions,0.48,450.02,2.55,7,Two year,70,19.8
4581-SSPWD,Low Priority,96.81,0.74,2.55,6,Month-to-month,3,75.8
0378-CJKPV,Champions,0.08,2671.76,2.54,15,Two year,72,112.1
4236-XPXAV,Low Priority,97.57,0.73,2.54,10,Month-to-month,5,99.15
9503-XJUME,Champions,0.19,577.08,2.54,6,One year,52,19.65
4807-IZYOZ,Champions,0.45,481.32,2.54,6,Two year,51,20.65
8258-GSTJK,Low Priority,96.88,0.74,2.53,6,Month-to-month,3,77.0
7688-AWMDX,Champions,0.13,1632.85,2.53,10,Two year,71,54.5
9802-CAQUT,Champions,0.08,2671.76,2.52,15,Two year,72,109.55
6823-SIDFQ,Champions,0.2,527.58,2.52,5,One year,28,18.25
5377-NDTOU,Champions,0.08,2671.76,2.51,14,Two year,71,91.05
2230-XTUWL,Champions,0.48,445.05,2.51,6,Two year,48,19.55
0301-FIDRB,Champions,0.11,1911.87,2.51,13,Two year,72,63.8
7576-OYWBN,Low Priority,96.88,0.73,2.5,6,Month-to-month,3,76.05
0219-YTZUE,Low Priority,97.2,0.73,2.5,8,Month-to-month,4,84.8
8204-YJCLA,Champions,0.11,1941.89,2.49,13,Two year,72,64.8
7717-BICXI,Champions,0.44,483.55,2.49,6,Two year,60,20.55
4723-BEGSG,Champions,0.08,2597.38,2.49,14,Two year,72,86.65
0394-YONDK,Champions,0.32,649.37,2.49,9,Two year,70,25.15
4636-TVXVG,Champions,0.18,590.68,2.48,7,One year,62,19.95
1084-UQCHV,Low Priority,96.62,0.73,2.48,6,Month-to-month,1,69.75
0052-YNYOT,Champions,0.17,612.81,2.47,7,One year,67,20.55
9710-NJERN,Champions,0.44,471.17,2.47,5,Two year,39,20.15
8348-HFYIV,Low Priority,95.27,0.73,2.45,6,Month-to-month,2,49.25
7511-YMXVQ,Low Priority,94.87,0.73,2.45,6,Month-to-month,9,45.4
6582-PLFUU,Champions,0.46,451.32,2.45,6,Two year,51,19.55
7608-RGIRO,Champions,0.33,627.47,2.44,8,Two year,62,24.4
3398-GCPMU,Champions,0.08,2671.76,2.44,14,Two year,72,89.55
6559-ILWKJ,Low Priority,85.86,2.41,2.44,10,Two year,71,49.35
4822-RVYBB,Low Priority,97.7,0.71,2.44,11,Month-to-month,8,100.6
0637-KVDLV,Low Priority,96.99,0.71,2.42,6,Month-to-month,2,76.5
2226-ICFDO,Champions,0.08,2574.95,2.41,14,Two year,72,85.9
8125-QPFJD,Champions,0.08,2544.95,2.41,14,Two year,72,84.9
0704-VCUMB,Champions,0.43,480.7,2.41,7,Two year,61,20.25
6372-RFVNS,Low Priority,97.09,0.7,2.41,6,Month-to-month,1,78.8
8263-JQAIK,Low Priority,90.71,0.74,2.39,3,Month-to-month,2,24.45
6265-FRMTQ,Champions,0.41,488.49,2.39,5,Two year,31,20.4
2234-EOFPT,Champions,0.08,2378.48,2.38,14,Two year,72,79.35
8515-OCTJS,Low Priority,72.46,2.79,2.38,6,Two year,25,24.75
1062-LHZOD,Low Priority,96.78,0.69,2.37,6,Month-to-month,1,69.9
7996-MHXLW,Champions,0.3,661.43,2.37,9,Two year,66,25.15
0847-HGRML,Champions,0.42,475.99,2.37,7,Two year,62,20.0
6618-RYATB,Low Priority,97.18,0.69,2.36,8,Month-to-month,1,79.55
6087-YPWHO,Champions,0.1,2042.5,2.36,13,Two year,72,68.15
7729-XBTWX,Champions,0.43,468.21,2.35,7,Two year,66,19.75
1618-CFHME,Low Priority,97.05,0.69,2.35,6,Month-to-month,2,75.9
8146-QQKZH,Champions,0.08,2453.51,2.35,14,Two year,71,81.85
2314-TNDJQ,Champions,0.12,1667.51,2.35,12,Two year,72,55.65
8957-THMOA,Champions,0.41,484.5,2.34,6,Two year,50,20.15
6701-YVNQG,Champions,0.07,2659.01,2.34,14,Two year,72,88.7
2050-ONYDQ,Champions,0.29,695.47,2.34,9,Two year,65,26.0
7493-GVFIO,Champions,0.4,498.04,2.34,6,Two year,57,20.55
2968-SSGAA,Low Priority,97.8,0.67,2.33,11,Month-to-month,10,100.6
6961-MJKBO,Champions,0.4,497.04,2.32,6,Two year,47,20.45
5201-CBWYG,Champions,0.13,743.01,2.32,8,One year,62,24.8
8859-DZTGQ,Champions,0.4,494.35,2.31,5,Two year,33,20.35
0295-PPHDO,Low Priority,97.7,0.67,2.31,10,Month-to-month,1,95.45
4334-HOWRP,Champions,0.1,1946.54,2.31,13,Two year,72,64.95
6086-ESGRL,Low Priority,97.26,0.67,2.31,7,Month-to-month,1,80.15
2300-RQGOI,Champions,0.4,484.21,2.3,5,Two year,38,20.05
5186-SAMNZ,Low Priority,96.86,0.67,2.29,6,Month-to-month,1,69.5
5982-XMDEX,Champions,0.27,718.21,2.29,9,Two year,65,26.5
3967-KXAPS,Champions,0.07,2671.76,2.28,14,Two year,72,92.3
7602-DBTOU,Champions,0.41,471.98,2.26,7,Two year,71,19.6
6000-UKLWI,Champions,0.39,492.71,2.26,6,Two year,41,20.15
9953-ZMKSM,Champions,0.28,677.18,2.25,9,Two year,63,25.25
7274-RTAPZ,Low Priority,97.65,0.65,2.24,8,Month-to-month,1,90.55
6923-AQONU,Champions,0.37,521.24,2.24,5,Two year,23,20.9
7408-OFWXJ,Champions,0.07,2671.76,2.24,14,Two year,72,89.8
7205-BAIAD,Champions,0.37,511.26,2.23,5,Two year,40,20.6
3717-FDJFU,Champions,0.37,506.64,2.22,3,Two year,5,20.45
6685-XSHHU,Champions,0.36,525.3,2.22,6,Two year,60,20.95
7337-CINUD,Champions,0.4,472.99,2.22,4,Two year,8,19.5
1069-XAIEM,Low Priority,97.53,0.64,2.21,8,Month-to-month,1,85.05
6323-AYBRX,Low Priority,67.24,2.79,2.21,6,Two year,59,19.35
3387-VATUS,Low Priority,97.8,0.64,2.19,10,Month-to-month,5,94.85
1624-NALOJ,Low Priority,97.67,0.64,2.19,9,Month-to-month,5,89.8
5919-TMRGD,Low Priority,97.37,0.64,2.19,7,Month-to-month,1,79.35
1306-RPWXZ,Champions,0.36,510.45,2.19,6,Two year,49,20.45
